batsmanName,runs,balls,minutes,4s,6s,SR,match_id
Pathum Nissanka,0,5,7,0,0,0.00,scorecard
Kusal Perera †,33,24,37,6,0,137.50,scorecard
Charith Asalanka,6,10,22,1,0,60.00,scorecard
Avishka Fernando,2,4,9,0,0,50.00,scorecard
Paul Stirling,38,24,34,5,1,158.33,scorecard
Kevin O'Brien,25,24,40,2,0,104.16,scorecard
Andy Balbirnie (c),21,28,41,2,0,75.00,scorecard
Gareth Delany,9,18,23,0,0,50.00,scorecard
Curtis Campher,4,5,14,0,0,80.00,scorecard
Harry Tector,8,6,8,1,0,133.33,scorecard
Neil Rock †,5,5,10,0,0,100.00,scorecard
Mark Adair,5,5,12,0,0,100.00,scorecard
Simi Singh,5,4,9,0,0,125.00,scorecard
Craig Young,1,1,3,0,0,100.00,scorecard
Craig Williams,15,16,24,3,0,93.75,scorecard
Zane Green †,24,32,64,1,0,75.00,scorecard
Gerhard Erasmus (c),53,49,68,3,1,108.16,scorecard
David Wiese,28,14,26,1,2,200.00,scorecard
Aqib Ilyas,37,35,42,3,2,105.71,scorecard
Jatinder Singh,0,1,5,0,0,0.00,scorecard
Kashyap Prajapati,3,8,12,0,0,37.50,scorecard
Mohammad Nadeem,25,21,41,0,2,119.04,scorecard
Zeeshan Maqsood (c),34,30,49,3,1,113.33,scorecard
Sandeep Goud,5,8,13,0,0,62.50,scorecard
Naseem Khushi,2,4,5,0,0,50.00,scorecard
Suraj Kumar †,4,7,10,0,0,57.14,scorecard
Fayyaz Butt,7,6,13,1,0,116.66,scorecard
Bilal Khan,1,1,2,0,0,100.00,scorecard
Khawar Ali,0,0,2,0,0,-,scorecard
George Munsey,20,19,26,4,0,105.26,scorecard
Kyle Coetzer (c),41,28,50,2,3,146.42,scorecard
Matthew Cross †,26,35,54,0,0,74.28,scorecard
Richie Berrington,31,21,28,1,3,147.61,scorecard
Mohammad Naim,0,2,3,0,0,0.00,scorecard
Litton Das,29,23,40,1,1,126.08,scorecard
Shakib Al Hasan,46,37,67,0,3,124.32,scorecard
Mushfiqur Rahim,5,8,16,0,0,62.50,scorecard
Mahmudullah (c),50,28,37,3,3,178.57,scorecard
Afif Hossain,21,14,32,3,0,150.00,scorecard
Nurul Hasan †,0,1,5,0,0,0.00,scorecard
Mohammad Saifuddin,19,6,11,1,2,316.66,scorecard
Mahedi Hasan,2,3,7,0,0,66.66,scorecard
Lega Siaka,5,10,16,0,0,50.00,scorecard
Assad Vala (c),6,9,21,0,0,66.66,scorecard
Charles Amini,1,2,10,0,0,50.00,scorecard
Sese Bau,7,21,21,0,0,33.33,scorecard
Simon Atai,0,2,3,0,0,0.00,scorecard
Hiri Hiri,8,15,20,1,0,53.33,scorecard
Norman Vanua,0,2,4,0,0,0.00,scorecard
Kiplin Doriga †,46,34,43,2,2,135.29,scorecard
Chad Soper,11,12,15,0,1,91.66,scorecard
Kabua Morea,3,6,17,0,0,50.00,scorecard
Damien Ravu,5,5,10,1,0,100.00,scorecard
Pathum Nissanka,61,47,105,6,1,129.78,scorecard
Kusal Perera †,0,1,7,0,0,0.00,scorecard
Dinesh Chandimal,6,6,6,1,0,100.00,scorecard
Avishka Fernando,0,1,2,0,0,0.00,scorecard
Wanindu Hasaranga,71,47,70,10,1,151.06,scorecard
Bhanuka Rajapaksa,1,3,11,0,0,33.33,scorecard
Dasun Shanaka (c),21,11,18,2,1,190.90,scorecard
Chamika Karunaratne,2,3,5,0,0,66.66,scorecard
Dushmantha Chameera,1,1,3,0,0,100.00,scorecard
Paul Stirling,7,7,15,1,0,100.00,scorecard
Kevin O'Brien,5,3,6,1,0,166.66,scorecard
Andy Balbirnie (c),41,39,73,2,2,105.12,scorecard
Gareth Delany,2,4,10,0,0,50.00,scorecard
Curtis Campher,24,28,36,2,0,85.71,scorecard
Harry Tector,3,6,7,0,0,50.00,scorecard
Neil Rock †,1,3,6,0,0,33.33,scorecard
Mark Adair,2,3,6,0,0,66.66,scorecard
Simi Singh,5,9,15,0,0,55.55,scorecard
Craig Young,1,6,8,0,0,16.66,scorecard
Josh Little,1,3,7,0,0,33.33,scorecard
Max O'Dowd,70,56,90,6,1,125.00,scorecard
Stephan Myburgh,17,16,26,2,0,106.25,scorecard
Roelof van der Merwe,6,4,8,1,0,150.00,scorecard
Colin Ackermann,35,32,46,1,1,109.37,scorecard
Scott Edwards †,21,11,14,2,1,190.90,scorecard
Logan van Beek,2,1,2,0,0,200.00,scorecard
Stephan Baard,19,20,39,3,0,95.00,scorecard
Zane Green †,15,12,19,3,0,125.00,scorecard
Craig Williams,11,13,11,1,0,84.61,scorecard
Gerhard Erasmus (c),32,22,44,4,1,145.45,scorecard
David Wiese,66,40,51,4,5,165.00,scorecard
JJ Smit,14,8,14,2,0,175.00,scorecard
Mohammad Naim,64,50,97,3,4,128.00,scorecard
Litton Das,6,7,18,0,0,85.71,scorecard
Mahedi Hasan,0,4,11,0,0,0.00,scorecard
Shakib Al Hasan,42,29,47,6,0,144.82,scorecard
Nurul Hasan †,3,4,10,0,0,75.00,scorecard
Afif Hossain,1,5,11,0,0,20.00,scorecard
Mahmudullah (c),17,10,25,1,1,170.00,scorecard
Mushfiqur Rahim,6,4,12,1,0,150.00,scorecard
Mohammad Saifuddin,0,1,2,0,0,0.00,scorecard
Taskin Ahmed,1,3,11,0,0,33.33,scorecard
Mustafizur Rahman,2,3,5,0,0,66.66,scorecard
Aqib Ilyas,6,6,10,1,0,100.00,scorecard
Jatinder Singh,40,33,69,4,1,121.21,scorecard
Kashyap Prajapati,21,18,23,1,2,116.66,scorecard
Zeeshan Maqsood (c),12,16,28,0,1,75.00,scorecard
Ayaan Khan,9,13,27,0,0,69.23,scorecard
Sandeep Goud,4,8,15,0,0,50.00,scorecard
Naseem Khushi †,4,6,8,0,0,66.66,scorecard
Kaleemullah,5,5,8,1,0,100.00,scorecard
Mohammad Nadeem,14,12,15,1,1,116.66,scorecard
Fayyaz Butt,0,2,2,0,0,0.00,scorecard
Bilal Khan,0,1,8,0,0,0.00,scorecard
George Munsey,15,10,20,3,0,150.00,scorecard
Kyle Coetzer (c),6,6,13,1,0,100.00,scorecard
Matthew Cross †,45,36,52,2,2,125.00,scorecard
Richie Berrington,70,49,66,6,3,142.85,scorecard
Calum MacLeod,10,11,19,1,0,90.90,scorecard
Michael Leask,9,4,12,0,1,225.00,scorecard
Chris Greaves,2,3,7,0,0,66.66,scorecard
Mark Watt,0,1,6,0,0,0.00,scorecard
Josh Davey,0,1,1,0,0,0.00,scorecard
Alasdair Evans,0,0,2,0,0,-,scorecard
Tony Ura,2,3,8,0,0,66.66,scorecard
Lega Siaka,9,13,17,1,0,69.23,scorecard
Assad Vala (c),18,11,16,4,0,163.63,scorecard
Charles Amini,1,3,12,0,0,33.33,scorecard
Sese Bau,24,23,33,1,1,104.34,scorecard
Simon Atai,2,3,3,0,0,66.66,scorecard
Norman Vanua,47,37,50,2,2,127.02,scorecard
Kiplin Doriga †,18,11,18,1,1,163.63,scorecard
Chad Soper,16,11,18,1,1,145.45,scorecard
Nosaina Pokana,1,1,4,0,0,100.00,scorecard
Kabua Morea,6,1,6,0,1,600.00,scorecard
Stephan Baard,7,11,13,1,0,63.63,scorecard
Zane Green †,8,13,30,0,0,61.53,scorecard
Craig Williams,29,36,56,0,2,80.55,scorecard
Gerhard Erasmus (c),20,19,33,2,0,105.26,scorecard
David Wiese,6,7,12,0,0,85.71,scorecard
JJ Smit,12,15,33,0,0,80.00,scorecard
Jan Frylinck,2,4,6,0,0,50.00,scorecard
Jan Nicol Loftie-Eaton,3,6,11,0,0,50.00,scorecard
Ruben Trumpelmann,1,3,6,0,0,33.33,scorecard
Pikky Ya France,1,2,5,0,0,50.00,scorecard
Bernard Scholtz,0,2,4,0,0,0.00,scorecard
Pathum Nissanka,5,6,17,0,0,83.33,scorecard
Kusal Perera †,11,8,11,2,0,137.50,scorecard
Dinesh Chandimal,5,12,17,0,0,41.66,scorecard
Avishka Fernando,30,28,53,0,2,107.14,scorecard
Bhanuka Rajapaksa,42,27,42,4,2,155.55,scorecard
Max O'Dowd,51,47,83,7,0,108.51,scorecard
Ben Cooper,0,1,5,0,0,0.00,scorecard
Bas de Leede,7,11,19,1,0,63.63,scorecard
Colin Ackermann,11,16,23,1,0,68.75,scorecard
Ryan ten Doeschate,0,1,4,0,0,0.00,scorecard
Scott Edwards †,0,1,4,0,0,0.00,scorecard
Roelof van der Merwe,0,1,2,0,0,0.00,scorecard
Pieter Seelaar (c),21,29,43,2,0,72.41,scorecard
Logan van Beek,11,12,17,0,0,91.66,scorecard
Fred Klaassen,0,0,4,0,0,-,scorecard
Brandon Glover,0,1,2,0,0,0.00,scorecard
Paul Stirling,30,39,68,1,1,76.92,scorecard
Kevin O'Brien,9,10,17,2,0,90.00,scorecard
Andy Balbirnie (c),8,6,6,2,0,133.33,scorecard
Gareth Delany,44,29,35,5,2,151.72,scorecard
Curtis Campher,7,7,10,1,0,100.00,scorecard
George Munsey,29,23,47,2,2,126.08,scorecard
Kyle Coetzer (c),0,7,15,0,0,0.00,scorecard
Matthew Cross †,11,17,28,1,0,64.70,scorecard
Richie Berrington,2,5,13,0,0,40.00,scorecard
Calum MacLeod,5,14,18,0,0,35.71,scorecard
Michael Leask,0,2,3,0,0,0.00,scorecard
Chris Greaves,45,28,45,4,2,160.71,scorecard
Mark Watt,22,17,28,2,0,129.41,scorecard
Josh Davey,8,5,15,0,1,160.00,scorecard
Safyaan Sharif,8,2,4,0,1,400.00,scorecard
Brad Wheal,1,1,3,0,0,100.00,scorecard
Litton Das,5,7,18,0,0,71.42,scorecard
Soumya Sarkar,5,5,7,1,0,100.00,scorecard
Shakib Al Hasan,20,28,53,1,0,71.42,scorecard
Mushfiqur Rahim,38,36,53,1,2,105.55,scorecard
Mahmudullah (c),23,22,40,1,1,104.54,scorecard
Afif Hossain,18,12,22,2,0,150.00,scorecard
Nurul Hasan †,2,3,5,0,0,66.66,scorecard
Mahedi Hasan,13,5,12,1,1,260.00,scorecard
Mohammad Saifuddin,5,2,9,1,0,250.00,scorecard
Tony Ura,0,5,4,0,0,0.00,scorecard
Lega Siaka,0,3,4,0,0,0.00,scorecard
Assad Vala (c),56,43,65,4,3,130.23,scorecard
Charles Amini,37,26,47,4,1,142.30,scorecard
Sese Bau,13,13,24,2,0,100.00,scorecard
Norman Vanua,1,2,6,0,0,50.00,scorecard
Simon Atai,3,5,11,0,0,60.00,scorecard
Kiplin Doriga †,0,2,3,0,0,0.00,scorecard
Damien Ravu,1,4,9,0,0,25.00,scorecard
Kabua Morea,6,7,11,0,0,85.71,scorecard
Nosaina Pokana,5,10,9,0,0,50.00,scorecard
Aqib Ilyas,50,43,67,5,1,116.27,scorecard
Jatinder Singh,73,42,67,7,4,173.80,scorecard
