bowlerName,overs,maidens,runs,wickets,economy,dots,fours,sixes,wides,no_balls,match_id
Fred Klaassen,2.1,0,12,0,5.53,7,2,0,0,0,scorecard
Brandon Glover,3,0,12,1,4.00,12,1,0,2,0,scorecard
Paul van Meekeren,2,0,20,1,10.00,5,4,0,1,0,scorecard
Ruben Trumpelmann,3,0,18,0,6.00,7,1,0,1,0,scorecard
David Wiese,4,0,22,2,5.50,10,2,0,0,0,scorecard
JJ Smit,4,0,27,1,6.75,6,0,1,0,0,scorecard
Bernard Scholtz,3,0,25,1,8.33,5,4,0,0,0,scorecard
Jan Frylinck,4,0,21,3,5.25,11,2,0,1,0,scorecard
Pikky Ya France,2,0,11,0,5.50,5,1,0,1,0,scorecard
Josh Little,4,0,22,0,5.50,11,2,0,2,0,scorecard
Craig Young,3.3,0,33,0,9.42,10,3,2,0,0,scorecard
Mark Adair,1.4,0,12,0,7.20,4,2,0,0,0,scorecard
Curtis Campher,3,0,14,2,4.66,7,0,0,0,0,scorecard
Kevin O'Brien,2.2,0,15,0,6.42,3,1,0,0,0,scorecard
Simi Singh,4,0,28,0,7.00,8,0,1,2,0,scorecard
Brad Wheal,3,0,24,0,8.00,8,1,2,0,0,scorecard
Josh Davey,4,0,25,3,6.25,11,2,1,0,0,scorecard
Safyaan Sharif,4,0,25,2,6.25,11,2,1,0,0,scorecard
Mark Watt,4,0,23,1,5.75,9,1,1,0,0,scorecard
Chris Greaves,2,0,9,0,4.50,5,0,0,0,1,scorecard
Michael Leask,3,0,13,2,4.33,9,1,0,0,0,scorecard
Bilal Khan,3,0,15,0,5.00,11,2,0,2,0,scorecard
Fayyaz Butt,3,0,26,1,8.66,8,2,1,1,1,scorecard
Aqib Ilyas,2,0,14,0,7.00,5,2,0,0,0,scorecard
Zeeshan Maqsood,3,0,19,0,6.33,6,0,1,1,0,scorecard
Khawar Ali,4,0,27,1,6.75,8,0,2,0,0,scorecard
Mohammad Nadeem,2,0,22,0,11.00,3,1,2,0,0,scorecard
Kabua Morea,4,0,26,2,6.50,6,2,0,1,0,scorecard
Damien Ravu,4,0,40,2,10.00,6,4,1,4,0,scorecard
Chad Soper,4,0,53,0,13.25,6,2,5,0,2,scorecard
Sese Bau,2,0,20,0,10.00,1,0,1,1,0,scorecard
Assad Vala,3,0,26,2,8.66,5,0,2,0,0,scorecard
Charles Amini,2,0,9,0,4.50,3,0,0,0,0,scorecard
Simon Atai,1,0,6,1,6.00,1,0,0,0,0,scorecard
Mohammad Saifuddin,4,0,21,2,5.25,9,0,0,2,1,scorecard
Mustafizur Rahman,4,0,34,0,8.50,6,1,2,1,0,scorecard
Taskin Ahmed,3.3,1,12,2,3.42,16,2,0,0,0,scorecard
Shakib Al Hasan,4,0,9,4,2.25,15,0,0,0,0,scorecard
Mahedi Hasan,4,0,20,1,5.00,14,1,1,0,0,scorecard
Paul Stirling,1,0,4,1,4.00,2,0,0,0,0,scorecard
Josh Little,4,0,23,4,5.75,15,4,0,2,0,scorecard
Craig Young,4,0,24,0,6.00,7,0,1,0,0,scorecard
Mark Adair,4,0,35,2,8.75,10,5,1,0,0,scorecard
Simi Singh,3,0,41,0,13.66,1,7,0,0,0,scorecard
Curtis Campher,4,0,38,0,9.50,5,3,1,0,0,scorecard
Chamika Karunaratne,3.3,0,27,2,7.71,8,2,1,2,0,scorecard
Dushmantha Chameera,3,0,16,1,5.33,11,3,0,0,0,scorecard
Maheesh Theekshana,4,0,17,3,4.25,12,1,0,0,0,scorecard
Lahiru Kumara,4,0,22,2,5.50,12,0,1,0,0,scorecard
Wanindu Hasaranga,4,0,12,1,3.00,14,0,0,0,0,scorecard
Bernard Scholtz,4,0,31,0,7.75,5,3,0,1,0,scorecard
David Wiese,4,0,32,1,8.00,7,4,0,0,0,scorecard
Ruben Trumpelmann,4,0,32,0,8.00,11,2,2,2,0,scorecard
Jan Frylinck,4,0,36,2,9.00,7,2,1,2,0,scorecard
JJ Smit,4,0,28,0,7.00,4,1,0,2,0,scorecard
Fred Klaassen,4,0,14,1,3.50,15,1,0,1,0,scorecard
Colin Ackermann,3,0,32,1,10.66,9,3,2,0,1,scorecard
Logan van Beek,4,0,39,0,9.75,9,6,0,3,0,scorecard
Timm van der Gugten,3,0,32,1,10.66,5,4,1,0,0,scorecard
Roelof van der Merwe,2,0,22,0,11.00,2,0,2,0,0,scorecard
Pieter Seelaar,2,1,8,1,4.00,9,0,1,0,0,scorecard
Bas de Leede,1,0,15,0,15.00,1,3,0,0,0,scorecard
Bilal Khan,4,0,18,3,4.50,15,0,1,2,0,scorecard
Kaleemullah,4,0,30,2,7.50,10,3,1,0,0,scorecard
Fayyaz Butt,4,0,30,3,7.50,9,2,1,1,0,scorecard
Mohammad Nadeem,4,0,35,0,8.75,7,2,2,1,0,scorecard
Aqib Ilyas,2,0,16,0,8.00,3,2,0,0,0,scorecard
Zeeshan Maqsood,2,0,17,1,8.50,3,2,0,0,0,scorecard
Taskin Ahmed,4,0,31,0,7.75,9,2,1,1,0,scorecard
Mustafizur Rahman,4,0,36,4,9.00,17,2,3,8,0,scorecard
Mohammad Saifuddin,4,0,16,1,4.00,13,1,0,0,0,scorecard
Shakib Al Hasan,4,0,28,3,7.00,11,3,1,0,0,scorecard
Mahedi Hasan,4,0,14,1,3.50,12,0,0,0,0,scorecard
Nosaina Pokana,4,0,37,0,9.25,6,4,1,1,0,scorecard
Charles Amini,4,0,41,0,10.25,3,4,1,1,0,scorecard
Kabua Morea,4,0,31,4,7.75,13,4,1,1,1,scorecard
Chad Soper,4,0,24,3,6.00,11,1,1,0,0,scorecard
Lega Siaka,1,0,8,0,8.00,3,0,1,0,0,scorecard
Simon Atai,3,0,20,1,6.66,4,0,1,0,0,scorecard
Brad Wheal,4,0,41,1,10.25,7,2,3,0,0,scorecard
Josh Davey,3.3,0,18,4,5.14,10,0,1,0,0,scorecard
Alasdair Evans,3,0,22,1,7.33,9,4,0,0,0,scorecard
Mark Watt,4,0,23,1,5.75,9,0,1,1,0,scorecard
Michael Leask,2,0,11,0,5.50,5,1,0,0,0,scorecard
Chris Greaves,3,0,31,1,10.33,5,3,1,1,0,scorecard
Chamika Karunaratne,4,0,17,1,4.25,12,0,0,1,0,scorecard
Dushmantha Chameera,4,0,19,1,4.75,11,1,0,1,0,scorecard
Maheesh Theekshana,4,0,25,3,6.25,12,0,2,2,0,scorecard
Lahiru Kumara,3.3,0,9,2,2.57,12,0,0,0,0,scorecard
Wanindu Hasaranga,4,0,24,2,6.00,11,2,0,0,1,scorecard
David Wiese,2,0,11,0,5.50,3,0,0,1,0,scorecard
Ruben Trumpelmann,3,0,27,1,9.00,3,2,1,0,0,scorecard
Bernard Scholtz,3,0,16,1,5.33,9,0,1,1,0,scorecard
JJ Smit,1,0,7,1,7.00,4,0,1,0,0,scorecard
Pikky Ya France,1,0,6,0,6.00,3,1,0,0,0,scorecard
Jan Nicol Loftie-Eaton,1,0,7,0,7.00,2,1,0,0,0,scorecard
Jan Frylinck,1.3,0,17,0,11.33,4,2,1,0,0,scorecard
Gerhard Erasmus,1,0,5,0,5.00,2,0,0,1,0,scorecard
Paul Stirling,1,0,1,0,1.00,5,0,0,0,0,scorecard
Josh Little,4,0,14,1,3.50,17,2,0,0,0,scorecard
Mark Adair,4,0,9,3,2.25,16,0,0,0,0,scorecard
Simi Singh,4,0,27,0,6.75,5,2,0,0,0,scorecard
Curtis Campher,4,0,26,4,6.50,12,4,0,2,0,scorecard
Ben White,3,0,27,0,9.00,3,3,0,1,0,scorecard
Fred Klaassen,3,0,18,1,6.00,12,3,0,3,0,scorecard
Roelof van der Merwe,4,0,35,0,8.75,7,4,1,1,0,scorecard
Logan van Beek,3,0,14,0,4.66,11,2,0,0,0,scorecard
Brandon Glover,3,0,21,1,7.00,8,2,1,0,0,scorecard
Pieter Seelaar,2.1,0,14,1,6.46,4,0,1,0,0,scorecard
Taskin Ahmed,3,0,28,1,9.33,11,3,2,0,1,scorecard
Mustafizur Rahman,4,1,32,2,8.00,12,2,2,2,0,scorecard
Mohammad Saifuddin,4,0,30,1,7.50,8,2,1,2,0,scorecard
Shakib Al Hasan,4,0,17,2,4.25,12,1,0,0,0,scorecard
Mahedi Hasan,4,0,19,3,4.75,11,0,1,0,0,scorecard
Afif Hossain,1,0,10,0,10.00,1,1,0,0,0,scorecard
Brad Wheal,4,0,24,3,6.00,12,2,1,0,0,scorecard
Josh Davey,4,0,24,1,6.00,7,2,0,1,0,scorecard
Safyaan Sharif,3,0,26,0,8.66,7,3,1,1,0,scorecard
Michael Leask,2,0,20,0,10.00,4,0,2,0,0,scorecard
Mark Watt,4,0,19,1,4.75,7,0,0,0,0,scorecard
Chris Greaves,3,0,19,2,6.33,5,1,0,1,0,scorecard
Bilal Khan,4,1,16,2,4.00,15,2,0,0,0,scorecard
Kaleemullah,3,0,19,2,6.33,11,4,0,0,0,scorecard
Aqib Ilyas,4,0,28,0,7.00,6,1,1,0,0,scorecard
Mohammad Nadeem,3,0,23,0,7.66,8,2,1,0,0,scorecard
Khawar Ali,2,0,17,0,8.50,1,0,1,0,0,scorecard
Zeeshan Maqsood,4,0,20,4,5.00,13,1,1,1,0,scorecard
Kabua Morea,2,0,18,0,9.00,6,3,0,1,0,scorecard
Damien Ravu,3,0,28,0,9.33,8,3,1,1,2,scorecard
Nosaina Pokana,2,0,15,0,7.50,5,2,0,0,1,scorecard
Simon Atai,1,0,9,0,9.00,0,1,0,0,0,scorecard
Charles Amini,2.4,0,31,0,11.62,3,1,3,0,0,scorecard
Assad Vala,1,0,11,0,11.00,0,0,1,0,0,scorecard
Lega Siaka,2,0,17,0,8.50,2,2,0,1,0,scorecard
