batsmanName,runs,balls,minutes,4s,6s,SR,match_id
Tim David,11,8,12,0,1,137.50,scorecard
Matthew Wade †,2,4,10,0,0,50.00,scorecard
Pat Cummins,21,18,27,2,1,116.66,scorecard
Mitchell Starc,4,7,13,0,0,57.14,scorecard
Adam Zampa,0,2,3,0,0,0.00,scorecard
Josh Hazlewood,1,1,6,0,0,100.00,scorecard
George Munsey,54,51,74,7,0,105.88,scorecard
Michael Jones,4,5,6,1,0,80.00,scorecard
Matthew Cross †,1,7,15,0,0,14.28,scorecard
Richie Berrington (c),13,15,24,0,0,86.66,scorecard
Calum MacLeod,25,26,46,1,0,96.15,scorecard
Michael Leask,12,9,11,2,0,133.33,scorecard
Chris Greaves,3,7,10,0,0,42.85,scorecard
Josh Davey,4,3,3,0,0,133.33,scorecard
Regis Chakabva †,4,3,3,1,0,133.33,scorecard
Craig Ervine (c),58,54,79,6,0,107.40,scorecard
Wessly Madhevere,0,5,8,0,0,0.00,scorecard
Sean Williams,7,12,28,0,0,58.33,scorecard
Sikandar Raza,40,23,34,3,2,173.91,scorecard
Milton Shumba,11,11,16,0,0,100.00,scorecard
Ryan Burl,9,5,7,1,0,180.00,scorecard
Kyle Mayers,1,5,12,0,0,20.00,scorecard
Johnson Charles,24,18,22,3,1,133.33,scorecard
Evin Lewis,13,18,42,0,0,72.22,scorecard
Brandon King,62,48,80,6,1,129.16,scorecard
Nicholas Pooran (c)†,13,11,16,0,1,118.18,scorecard
Rovman Powell,6,8,12,1,0,75.00,scorecard
Odean Smith,19,12,18,1,2,158.33,scorecard
Paul Stirling,66,48,79,6,2,137.50,scorecard
Andy Balbirnie (c),37,23,34,3,3,160.86,scorecard
Lorcan Tucker †,45,35,46,2,2,128.57,scorecard
Muhammad Waseem,50,41,66,1,3,121.95,scorecard
Vriitya Aravind †,21,32,34,2,0,65.62,scorecard
CP Rizwan (c),43,29,55,3,1,148.27,scorecard
Alishan Sharafu,4,4,10,0,0,100.00,scorecard
Basil Hameed,25,14,13,2,2,178.57,scorecard
Michael van Lingen,10,8,14,1,0,125.00,scorecard
Stephan Baard,4,6,9,1,0,66.66,scorecard
Jan Nicol Loftie-Eaton,1,6,17,0,0,16.66,scorecard
Gerhard Erasmus (c),16,18,23,2,0,88.88,scorecard
Jan Frylinck,14,17,33,1,0,82.35,scorecard
JJ Smit,3,3,3,0,0,100.00,scorecard
David Wiese,55,36,65,3,3,152.77,scorecard
Zane Green †,2,3,3,0,0,66.66,scorecard
Ruben Trumpelmann,25,24,43,1,1,104.16,scorecard
Bernard Scholtz,1,1,-,0,0,100.00,scorecard
Pathum Nissanka,14,21,25,0,1,66.66,scorecard
Kusal Mendis †,79,44,94,5,5,179.54,scorecard
Dhananjaya de Silva,0,1,2,0,0,0.00,scorecard
Charith Asalanka,31,30,38,3,0,103.33,scorecard
Bhanuka Rajapaksa,19,13,18,2,0,146.15,scorecard
Dasun Shanaka (c),8,5,9,0,1,160.00,scorecard
Wanindu Hasaranga,5,4,8,0,0,125.00,scorecard
Chamika Karunaratne,2,2,4,0,0,100.00,scorecard
Max O'Dowd,71,53,99,6,3,133.96,scorecard
Vikramjit Singh,7,14,18,0,0,50.00,scorecard
Bas de Leede,14,10,12,1,1,140.00,scorecard
Colin Ackermann,0,1,4,0,0,0.00,scorecard
Tom Cooper,16,19,23,2,0,84.21,scorecard
Scott Edwards (c)†,21,15,16,3,0,140.00,scorecard
Tim Pringle,2,4,8,0,0,50.00,scorecard
Timm van der Gugten,0,1,2,0,0,0.00,scorecard
Fred Klaassen,3,3,5,0,0,100.00,scorecard
Paul van Meekeren,0,0,4,0,0,-,scorecard
Roelof van der Merwe,0,1,14,0,0,0.00,scorecard
Kyle Mayers,13,12,17,2,0,108.33,scorecard
Johnson Charles,45,36,60,3,2,125.00,scorecard
Evin Lewis,15,18,28,1,0,83.33,scorecard
Nicholas Pooran (c)†,7,9,10,0,0,77.77,scorecard
Rovman Powell,28,21,40,1,2,133.33,scorecard
Shamarh Brooks,0,3,5,0,0,0.00,scorecard
Jason Holder,4,3,3,0,0,133.33,scorecard
Akeal Hosein,23,18,31,2,0,127.77,scorecard
Odean Smith,1,2,2,0,0,50.00,scorecard
Wessly Madhevere,27,19,37,3,1,142.10,scorecard
Regis Chakabva (c)†,13,9,14,3,0,144.44,scorecard
Tony Munyonga,2,6,12,0,0,33.33,scorecard
Sean Williams,1,2,4,0,0,50.00,scorecard
Sikandar Raza,14,8,12,1,1,175.00,scorecard
Milton Shumba,2,9,20,0,0,22.22,scorecard
Ryan Burl,17,19,30,3,0,89.47,scorecard
Luke Jongwe,29,22,31,3,1,131.81,scorecard
Richard Ngarava,2,6,11,0,0,33.33,scorecard
Tendai Chatara,3,8,12,0,0,37.50,scorecard
Blessing Muzarabani,1,4,4,0,0,25.00,scorecard
George Munsey,1,2,9,0,0,50.00,scorecard
Michael Jones,86,55,95,6,4,156.36,scorecard
Matthew Cross †,28,21,33,5,0,133.33,scorecard
Richie Berrington (c),37,27,39,3,1,137.03,scorecard
Michael Leask,17,13,19,2,0,130.76,scorecard
Calum MacLeod,0,3,6,0,0,0.00,scorecard
Paul Stirling,8,10,22,1,0,80.00,scorecard
Andy Balbirnie (c),14,12,15,2,0,116.66,scorecard
Lorcan Tucker †,20,17,28,2,0,117.64,scorecard
Harry Tector,14,16,23,1,0,87.50,scorecard
Curtis Campher,72,32,48,7,2,225.00,scorecard
George Dockrell,39,27,42,4,1,144.44,scorecard
Pathum Nissanka,74,60,105,6,2,123.33,scorecard
Kusal Mendis †,18,13,24,2,0,138.46,scorecard
Dhananjaya de Silva,33,21,30,3,1,157.14,scorecard
Bhanuka Rajapaksa,5,8,19,0,0,62.50,scorecard
Charith Asalanka,0,1,2,0,0,0.00,scorecard
Dasun Shanaka (c),0,1,2,0,0,0.00,scorecard
Wanindu Hasaranga,2,3,3,0,0,66.66,scorecard
Chamika Karunaratne,8,11,22,1,0,72.72,scorecard
Pramod Madushan,1,1,4,0,0,100.00,scorecard
Dushmantha Chameera,1,1,2,0,0,100.00,scorecard
Muhammad Waseem,2,4,13,0,0,50.00,scorecard
Chirag Suri,14,19,31,3,0,73.68,scorecard
Aryan Lakra,1,3,4,0,0,33.33,scorecard
CP Rizwan (c),1,3,8,0,0,33.33,scorecard
Vriitya Aravind †,9,18,26,1,0,50.00,scorecard
Basil Hameed,2,6,14,0,0,33.33,scorecard
Aayan Afzal Khan,19,21,33,1,0,90.47,scorecard
Kashif Daud,0,4,8,0,0,0.00,scorecard
Karthik Meiyappan,4,8,11,0,0,50.00,scorecard
Junaid Siddique,18,16,22,1,1,112.50,scorecard
Zahoor Khan,1,1,15,0,0,100.00,scorecard
Michael van Lingen,20,19,20,3,0,105.26,scorecard
Divan la Cock,0,2,5,0,0,0.00,scorecard
Stephan Baard,19,22,46,0,0,86.36,scorecard
Jan Nicol Loftie-Eaton,0,2,3,0,0,0.00,scorecard
Jan Frylinck,43,48,63,1,1,89.58,scorecard
Gerhard Erasmus (c),16,18,37,0,0,88.88,scorecard
David Wiese,11,5,8,1,0,220.00,scorecard
JJ Smit,5,4,6,1,0,125.00,scorecard
Max O'Dowd,35,35,59,1,1,100.00,scorecard
Vikramjit Singh,39,31,37,3,2,125.80,scorecard
Bas de Leede,30,30,51,2,0,100.00,scorecard
Tom Cooper,6,6,7,1,0,100.00,scorecard
Colin Ackermann,0,2,2,0,0,0.00,scorecard
Scott Edwards (c)†,1,5,5,0,0,20.00,scorecard
Tim Pringle,8,9,14,0,0,88.88,scorecard
Regis Chakabva †,0,2,3,0,0,0.00,scorecard
Craig Ervine (c),9,12,28,1,0,75.00,scorecard
Wessly Madhevere,22,19,22,4,0,115.78,scorecard
Sean Williams,12,11,24,0,1,109.09,scorecard
Sikandar Raza,82,48,72,5,5,170.83,scorecard
Milton Shumba,16,14,26,1,0,114.28,scorecard
Ryan Burl,1,4,9,0,0,25.00,scorecard
Luke Jongwe,20,10,14,3,0,200.00,scorecard
Paul Stirling,0,2,3,0,0,0.00,scorecard
Andy Balbirnie (c),3,4,20,0,0,75.00,scorecard
Lorcan Tucker †,11,11,10,2,0,100.00,scorecard
Harry Tector,1,4,5,0,0,25.00,scorecard
Curtis Campher,27,22,41,1,0,122.72,scorecard
George Dockrell,24,20,25,3,0,120.00,scorecard
Gareth Delany,24,20,23,1,1,120.00,scorecard
Mark Adair,9,10,18,0,1,90.00,scorecard
Simi Singh,0,1,1,0,0,0.00,scorecard
Barry McCarthy,22,16,23,1,2,137.50,scorecard
Josh Little,7,11,17,1,0,63.63,scorecard
George Munsey,66,53,106,9,0,124.52,scorecard
Michael Jones,20,17,36,3,0,117.64,scorecard
Matthew Cross †,3,5,10,0,0,60.00,scorecard
Richie Berrington (c),16,14,21,0,1,114.28,scorecard
Calum MacLeod,23,14,15,4,0,164.28,scorecard
Michael Leask,4,6,8,0,0,66.66,scorecard
Chris Greaves,16,11,19,2,0,145.45,scorecard
Kyle Mayers,20,13,12,3,1,153.84,scorecard
Evin Lewis,14,13,30,1,1,107.69,scorecard
Brandon King,17,15,24,3,0,113.33,scorecard
Nicholas Pooran (c)†,5,9,14,0,0,55.55,scorecard
Shamarh Brooks,4,9,24,0,0,44.44,scorecard
Rovman Powell,5,6,12,0,0,83.33,scorecard
Jason Holder,38,33,37,4,1,115.15,scorecard
Akeal Hosein,1,1,4,0,0,100.00,scorecard
Alzarri Joseph,0,1,4,0,0,0.00,scorecard
Odean Smith,5,8,14,0,0,62.50,scorecard
Obed McCoy,2,3,10,0,0,66.66,scorecard
Chirag Suri,12,20,28,1,0,60.00,scorecard
Muhammad Waseem,41,47,71,1,2,87.23,scorecard
Kashif Daud,15,14,19,0,1,107.14,scorecard
Vriitya Aravind †,18,21,37,0,0,85.71,scorecard
Zawar Farid,2,4,8,0,0,50.00,scorecard
Basil Hameed,4,4,7,1,0,100.00,scorecard
CP Rizwan (c),1,2,7,0,0,50.00,scorecard
Aayan Afzal Khan,5,7,8,0,0,71.42,scorecard
Karthik Meiyappan,0,0,4,0,0,-,scorecard
Junaid Siddique,0,1,1,0,0,0.00,scorecard
Vikramjit Singh,10,7,8,2,0,142.85,scorecard
Max O'Dowd,23,18,25,3,1,127.77,scorecard
Bas de Leede,14,18,37,1,0,77.77,scorecard
Colin Ackermann,17,19,33,1,0,89.47,scorecard
Tom Cooper,8,16,22,0,0,50.00,scorecard
Scott Edwards (c)†,16,19,42,0,0,84.21,scorecard
Roelof van der Merwe,0,2,4,0,0,0.00,scorecard
Tim Pringle,15,16,26,0,0,93.75,scorecard
Logan van Beek,4,4,7,0,0,100.00,scorecard
Michael van Lingen,3,6,7,0,0,50.00,scorecard
Divan la Cock,9,9,15,1,0,100.00,scorecard
Jan Nicol Loftie-Eaton,20,12,18,1,2,166.66,scorecard
Stephan Baard,26,24,49,2,0,108.33,scorecard
Gerhard Erasmus (c),20,24,30,0,0,83.33,scorecard
Jan Frylinck,44,28,44,4,0,157.14,scorecard
David Wiese,0,1,4,0,0,0.00,scorecard
JJ Smit,31,16,29,2,2,193.75,scorecard
Pathum Nissanka,9,10,16,1,0,90.00,scorecard
Kusal Mendis †,6,6,8,0,0,100.00,scorecard
Dhananjaya de Silva,12,11,25,1,0,109.09,scorecard
Danushka Gunathilaka,0,1,2,0,0,0.00,scorecard
Bhanuka Rajapaksa,20,21,39,2,0,95.23,scorecard
Dasun Shanaka (c),29,23,37,2,1,126.08,scorecard
Wanindu Hasaranga,4,8,9,0,0,50.00,scorecard
Chamika Karunaratne,5,8,15,0,0,62.50,scorecard
Pramod Madushan,0,0,4,0,0,-,scorecard
Dushmantha Chameera,8,15,20,0,0,53.33,scorecard
Maheesh Theekshana,11,11,14,0,1,100.00,scorecard
